TIMESTAMP,porcent_GH_CALC_GLOBAL
2024-03-01 00:54:00,-50.160748879785864
2024-03-01 00:55:00,-51.18254591490925
2024-03-01 00:56:00,-51.775793058127725
2024-03-01 00:57:00,-51.4612215998584
2024-03-01 00:58:00,-52.01091502048823
2024-03-01 00:59:00,-50.537026228541514
2024-03-01 01:00:00,-49.27990129783852
2024-03-01 01:01:00,-51.35238240567658
2024-03-01 01:02:00,-48.591123438054204
2024-03-01 01:03:00,-46.37119831439943
2024-03-01 01:04:00,-51.257815987751876
2024-03-01 01:05:00,-53.072539239935814
2024-03-01 01:06:00,-52.26467487583007
2024-03-01 01:07:00,-52.629038076097956
2024-03-01 01:08:00,-53.26398152064288
2024-03-01 01:09:00,-52.78267996175386
2024-03-01 01:10:00,-54.11649800146095
2024-03-01 01:11:00,-54.76007766650919
2024-03-01 01:12:00,-54.36406231503837
2024-03-01 01:13:00,-54.389246635435114
2024-03-01 01:14:00,-54.865340633446536
2024-03-01 01:15:00,-54.73359875752584
2024-03-01 01:16:00,-55.59891840660106
2024-03-01 01:17:00,-54.01973816034927
2024-03-01 01:18:00,-53.14976267834843
2024-03-01 01:19:00,-50.95702199071045
2024-03-01 01:20:00,-52.0451916673482
2024-03-01 01:21:00,-50.235259606922845
2024-03-01 01:22:00,-47.6230240359856
2024-03-01 01:23:00,-51.07538203238382
2024-03-01 01:24:00,-51.15378843011715
2024-03-01 01:25:00,-48.960357697097976
2024-03-01 01:26:00,-47.60569046634557
2024-03-01 01:27:00,-41.66097732821384
2024-03-01 01:28:00,-46.63990690741733
2024-03-01 01:29:00,-45.305868769243574
2024-03-01 01:30:00,-44.94828937846747
2024-03-01 01:31:00,-47.78954058735342
2024-03-01 01:32:00,-49.05607875685452
2024-03-01 01:33:00,-52.49669355825938
2024-03-01 01:34:00,-52.63159166181504
2024-03-01 01:35:00,-54.072481199353675
2024-03-01 01:36:00,-56.281184882736156
2024-03-01 01:37:00,-57.606284423462526
2024-03-01 01:38:00,-56.657360609292795
2024-03-01 01:39:00,-56.839864886328726
2024-03-01 01:40:00,-56.83337336164998
2024-03-01 01:41:00,-54.59404835441117
2024-03-01 01:42:00,-54.65216617498746
2024-03-01 01:43:00,-53.30864685340823
2024-03-01 01:44:00,-49.99934693962848
2024-03-01 01:45:00,-50.363562060005094
2024-03-01 01:46:00,-53.15191375324755
2024-03-01 01:47:00,-54.50729960019538
2024-03-01 01:48:00,-55.24490561189036
2024-03-01 01:49:00,-55.0386258800035
2024-03-01 01:50:00,-54.6345782528456
2024-03-01 01:51:00,-54.72566626573823
2024-03-01 01:52:00,-55.77534280150148
2024-03-01 01:53:00,-56.121197219423415
2024-03-01 01:54:00,-56.19974619830658
2024-03-01 01:55:00,-56.47348426319127
2024-03-01 01:56:00,-56.336763220522826
2024-03-01 01:57:00,-56.30682453701484
2024-03-01 01:58:00,-55.88561777343439
2024-03-01 01:59:00,-54.75524005153386
2024-03-01 02:00:00,-56.297621495987094
2024-03-01 02:01:00,-56.26656122136522
2024-03-01 02:02:00,-59.32964779186863
2024-03-01 02:03:00,-60.15301804072239
2024-03-01 02:04:00,-57.97552969262907
2024-03-01 02:05:00,-55.59324583859312
2024-03-01 02:06:00,-57.82422818353894
2024-03-01 02:07:00,-57.00149890196715
2024-03-01 02:08:00,-58.79335222759596
2024-03-01 02:09:00,-58.514013685831145
2024-03-01 02:10:00,-57.7292209757574
2024-03-01 02:11:00,-57.85122531566424
2024-03-01 02:12:00,-58.69685953751389
2024-03-01 02:13:00,-59.765359299964715
2024-03-01 02:14:00,-60.46205680279068
2024-03-01 02:15:00,-61.288644216998854
2024-03-01 02:16:00,-62.49067619706897
2024-03-01 02:17:00,-62.83907677380629
2024-03-01 02:18:00,-63.83470548329551
2024-03-01 02:19:00,-65.04173670265804
2024-03-01 02:20:00,-64.30009335978527
2024-03-01 02:21:00,-61.54446015328521
2024-03-01 02:22:00,-54.42909812233043
2024-03-01 02:23:00,-50.8835963477826
2024-03-01 02:24:00,-50.74662873910495
2024-03-01 02:25:00,-51.50057554036845
2024-03-01 02:26:00,-52.66256854964555
2024-03-01 02:27:00,-55.6887082017118
2024-03-01 02:28:00,-56.76586794008129
2024-03-01 02:29:00,-56.280870377786684
2024-03-01 02:30:00,-58.440802086584334
2024-03-01 02:31:00,-55.03004516308285
2024-03-01 02:32:00,-56.21656218626846
2024-03-01 02:33:00,-60.30258909919605
2024-03-01 02:34:00,-61.408304081271595
2024-03-01 02:35:00,-59.358818014931494
2024-03-01 02:36:00,-60.78098336390427
2024-03-01 02:37:00,-59.06186674645378
2024-03-01 02:38:00,-59.188476541219025
2024-03-01 02:39:00,-60.18179805750022
2024-03-01 02:40:00,-59.22556493484361
2024-03-01 02:41:00,-58.07605035336966
2024-03-01 02:42:00,-55.99446886673684
2024-03-01 02:43:00,-52.625908166879476
2024-03-01 02:44:00,-50.33543462764849
2024-03-01 02:45:00,-49.62379585623482
2024-03-01 02:46:00,-49.13707145583936
2024-03-01 02:47:00,-47.15515220521751
2024-03-01 02:48:00,-47.657233909739034
2024-03-01 02:49:00,-50.29144285057199
2024-03-01 02:50:00,-52.219199253022516
2024-03-01 02:51:00,-53.00058361629881
2024-03-01 02:52:00,-54.65449838526209
2024-03-01 02:53:00,-55.238095238095234
2024-03-01 02:54:00,-55.65724921405371
2024-03-01 02:55:00,-55.79529693607363
2024-03-01 02:56:00,-55.46225344771762
2024-03-01 02:57:00,-55.76014150259518
2024-03-01 02:58:00,-57.081458900726176
2024-03-01 02:59:00,-55.67352195436068
2024-03-01 03:00:00,-54.371380684809345
2024-03-01 03:01:00,-54.48546610966446
2024-03-01 03:02:00,-50.911098555503095
2024-03-01 03:03:00,-51.88158718237575
2024-03-01 03:04:00,-53.470181652285255
2024-03-01 03:05:00,-56.49353968064679
2024-03-01 03:06:00,-57.826995199061805
2024-03-01 03:07:00,-57.34070048546551
2024-03-01 03:08:00,-58.23798711442284
2024-03-01 03:09:00,-59.4461147974549
2024-03-01 03:10:00,-57.913612388676725
2024-03-01 03:11:00,-58.45986576304894
2024-03-01 03:12:00,-59.461393596986824
2024-03-01 03:13:00,-59.973352423120716
2024-03-01 03:14:00,-60.1533112960219
2024-03-01 03:15:00,-61.03244626922171
2024-03-01 03:16:00,-62.15015416015285
2024-03-01 03:17:00,-62.10304660248944
2024-03-01 03:18:00,-62.452706698281645
2024-03-01 03:19:00,-62.31620487584543
2024-03-01 03:20:00,-61.3514571659285
2024-03-01 03:21:00,-59.140197617392346
2024-03-01 03:22:00,-56.68097844354669
2024-03-01 03:23:00,-55.28789160396077
2024-03-01 03:24:00,-56.34794771827253
2024-03-01 03:25:00,-55.662147694602496
2024-03-01 03:26:00,-55.326877219167784
2024-03-01 03:27:00,-54.92663072176188
2024-03-01 03:28:00,-55.251763241796034
2024-03-01 03:29:00,-56.67762114791432
2024-03-01 03:30:00,-57.71086267668316
2024-03-01 03:31:00,-57.08221462110903
2024-03-01 03:32:00,-54.48108448732395
2024-03-01 03:33:00,-53.03559320959882
2024-03-01 03:34:00,-53.327241216322676
2024-03-01 03:35:00,-55.33615910080042
2024-03-01 03:36:00,-55.91122829038454
2024-03-01 03:37:00,-59.622425194456405
2024-03-01 03:38:00,-63.30296230381347
2024-03-01 03:39:00,-63.51984183777055
2024-03-01 03:40:00,-64.8090886264906
2024-03-01 03:41:00,-65.74144649052576
2024-03-01 03:42:00,-65.75796093370737
2024-03-01 03:43:00,-64.88265115990187
2024-03-01 03:44:00,-61.94384578067964
2024-03-01 03:45:00,-60.843629520654176
2024-03-01 03:46:00,-59.96752631175548
2024-03-01 03:47:00,-56.912533973527744
2024-03-01 03:48:00,-56.190180804574396
2024-03-01 03:49:00,-55.10282796793484
2024-03-01 03:50:00,-53.10949230181956
2024-03-01 03:51:00,-45.46574677055648
2024-03-01 03:52:00,-44.78527375088499
2024-03-01 03:53:00,-45.11122099491707
2024-03-01 03:54:00,-46.89249906321463
2024-03-01 03:55:00,-46.819066480008196
2024-03-01 03:56:00,-47.49233031021126
2024-03-01 03:57:00,-49.397294882045834
2024-03-01 03:58:00,-51.384640372485855
2024-03-01 03:59:00,-49.77310821307387
2024-03-01 04:00:00,-51.66396215517478
2024-03-01 04:01:00,-53.50709336852524
2024-03-01 04:02:00,-56.18199139086868
2024-03-01 04:03:00,-57.00250031478784
2024-03-01 04:04:00,-59.37367346712783
2024-03-01 04:05:00,-58.31567554383451
2024-03-01 04:06:00,-54.94787981698976
2024-03-01 04:07:00,-51.29010509617291
2024-03-01 04:08:00,-49.65786098598599
2024-03-01 04:09:00,-46.916848274629274
2024-03-01 04:10:00,-46.608931782319914
2024-03-01 04:11:00,-50.28814645960963
2024-03-01 04:12:00,-50.47315964329429
2024-03-01 04:13:00,-49.27117987360882
2024-03-01 04:14:00,-53.20891762800278
2024-03-01 04:15:00,-54.26680910977175
2024-03-01 04:16:00,-55.47837940174176
2024-03-01 04:17:00,-57.48401193121141
2024-03-01 04:18:00,-58.53806973521591
2024-03-01 04:19:00,-58.3459966047597
2024-03-01 04:20:00,-56.19285174247663
2024-03-01 04:21:00,-54.3153629522676
2024-03-01 04:22:00,-54.31549494185802
2024-03-01 04:23:00,-57.325163885125484
2024-03-01 04:24:00,-60.55388484247977
2024-03-01 04:25:00,-62.64044621769737
2024-03-01 04:26:00,-62.109688681990114
2024-03-01 04:27:00,-59.78353770996212
2024-03-01 04:28:00,-55.67832465832648
2024-03-01 04:29:00,-50.71489267373555
2024-03-01 04:30:00,-52.16943004704344
2024-03-01 04:31:00,-51.278023097826086
2024-03-01 04:32:00,-51.580633435487634
2024-03-01 04:33:00,-51.52796441314119
2024-03-01 04:34:00,-48.18452863751545
2024-03-01 04:35:00,-48.00480031858616
2024-03-01 04:36:00,-48.88259173344581
2024-03-01 04:37:00,-49.94717849484859
2024-03-01 04:38:00,-50.71983748454336
2024-03-01 04:39:00,-51.54351242434144
2024-03-01 04:40:00,-51.51716211274228
2024-03-01 04:41:00,-51.05779802104602
2024-03-01 04:42:00,-51.759809780995134
2024-03-01 04:43:00,-53.13700449140944
2024-03-01 04:44:00,-54.89136320477917
2024-03-01 04:45:00,-57.76749111864105
2024-03-01 04:46:00,-59.18791420012221
2024-03-01 04:47:00,-60.04869290148018
2024-03-01 04:48:00,-62.45764591989028
2024-03-01 04:49:00,-63.9760428921037
2024-03-01 04:50:00,-66.03978535140263
2024-03-01 04:51:00,-67.87115070765444
2024-03-01 04:52:00,-69.57019928553775
2024-03-01 04:53:00,-69.39756250129702
2024-03-01 04:54:00,-66.68515715346791
2024-03-01 04:55:00,-63.12908157976573
2024-03-01 04:56:00,-55.4373579770436
2024-03-01 04:57:00,-56.03252961004992
2024-03-01 04:58:00,-57.500275127862054
2024-03-01 04:59:00,-61.125801836074075
2024-03-01 05:00:00,-61.341442811285695
2024-03-01 05:01:00,-59.590000229563145
2024-03-01 05:02:00,-58.01839416058394
2024-03-01 05:03:00,-57.15293025580607
2024-03-01 05:04:00,-58.71543039050772
2024-03-01 05:05:00,-55.58712521513331
2024-03-01 05:06:00,-55.62109717859075
2024-03-01 05:07:00,-56.24583384949358
2024-03-01 05:08:00,-56.812581208835525
2024-03-01 05:09:00,-56.87597049689441
2024-03-01 05:10:00,-57.60747467970714
2024-03-01 05:11:00,-56.68813304989371
2024-03-01 05:12:00,-56.87991099587627
2024-03-01 05:13:00,-54.15787238319408
2024-03-01 05:14:00,-54.975757798828205
2024-03-01 05:15:00,-55.40693642412299
2024-03-01 05:16:00,-54.75289964699949
2024-03-01 05:17:00,-55.29408853586717
2024-03-01 05:18:00,-54.98981743471444
2024-03-01 05:19:00,-54.78553491803338
2024-03-01 05:20:00,-52.047609000894845
2024-03-01 05:21:00,-52.79825909767016
2024-03-01 05:22:00,-51.799959777435134
2024-03-01 05:23:00,-51.46091587170037
2024-03-01 05:24:00,-50.73664982537277
2024-03-01 05:25:00,-51.41963013770907
2024-03-01 05:26:00,-52.36510440953835
2024-03-01 05:27:00,-55.474477961907596
2024-03-01 05:28:00,-58.33803774650056
2024-03-01 05:29:00,-57.732660315279006
2024-03-01 05:30:00,-58.52186670107924
2024-03-01 05:31:00,-59.6004111882089
2024-03-01 05:32:00,-60.24779949803811
2024-03-01 05:33:00,-58.18545372599379
2024-03-01 05:34:00,-54.63009463565096
2024-03-01 05:35:00,-55.77329381903776
2024-03-01 05:36:00,-53.20687878852031
2024-03-01 05:37:00,-52.98795648110596
2024-03-01 05:38:00,-52.71085398594894
2024-03-01 05:39:00,-53.00981003845761
2024-03-01 05:40:00,-52.48355820255165
2024-03-01 05:41:00,-49.82048671178868
2024-03-01 05:42:00,-48.30352459968531
2024-03-01 05:43:00,-45.54681650560846
2024-03-01 05:44:00,-46.968930200533606
2024-03-01 05:45:00,-48.67876037238042
2024-03-01 05:46:00,-49.53554975325012
2024-03-01 05:47:00,-52.51224795981777
2024-03-01 05:48:00,-54.663820187397064
2024-03-01 05:49:00,-54.01990690408588
2024-03-01 05:50:00,-53.33839977763939
2024-03-01 05:51:00,-53.32771158304019
2024-03-01 05:52:00,-53.108380707867234
2024-03-01 05:53:00,-51.99981789592753
2024-03-01 05:54:00,-51.60621438808079
2024-03-01 05:55:00,-50.08689892067785
2024-03-01 05:56:00,-49.5455449248304
2024-03-01 05:57:00,-49.52816268714465
2024-03-01 05:58:00,-50.28948940551396
2024-03-01 05:59:00,-51.64619404327452
2024-03-01 06:00:00,-54.25804419403535
2024-03-01 06:01:00,-56.241210127098284
2024-03-01 06:02:00,-58.821381267190475
2024-03-01 06:03:00,-59.4941836068631
2024-03-01 06:04:00,-59.04970175443719
2024-03-01 06:05:00,-59.06996609495169
2024-03-01 06:06:00,-60.0432795076223
2024-03-01 06:07:00,-60.18465959484869
2024-03-01 06:08:00,-60.01117828767863
2024-03-01 06:09:00,-61.03140787911693
2024-03-01 06:10:00,-63.359767824271366
2024-03-01 06:11:00,-65.22736858185635
2024-03-01 06:12:00,-68.01035110002428
2024-03-01 06:13:00,-71.51449213262937
2024-03-01 06:14:00,-74.97071640160591
2024-03-01 06:15:00,-77.09117203530197
2024-03-01 06:16:00,-81.74365494389704
2024-03-01 06:17:00,-91.4637327265664
2024-03-01 06:18:00,-106.43636767138764
2024-03-01 06:19:00,-123.25729958485228
2024-03-01 06:20:00,-149.47820102542929
2024-03-01 06:21:00,-190.79171062152903
2024-03-01 06:22:00,-314.38861774323
2024-03-01 06:23:00,-1166.3228066760742
2024-03-01 06:24:00,676.5675375841394
2024-03-01 06:25:00,262.7967721196827
2024-03-01 06:26:00,161.37658276833534
2024-03-01 06:27:00,113.4048227764924
2024-03-01 06:28:00,85.54756080617389
2024-03-01 06:29:00,67.98720148888897
2024-03-01 06:30:00,54.083691168722694
2024-03-01 06:31:00,43.58524865448643
2024-03-01 06:32:00,36.88364819494986
2024-03-01 06:33:00,31.5236774321379
2024-03-01 06:34:00,27.969385378190413
2024-03-01 06:35:00,26.202702143602508
2024-03-01 06:36:00,23.30807994378889
2024-03-01 06:37:00,20.978395116974234
2024-03-01 06:38:00,19.45341495155926
2024-03-01 06:39:00,18.092786831181296
2024-03-01 06:40:00,15.49305498892188
2024-03-01 06:41:00,11.371052245815395
2024-03-01 06:42:00,9.46949079374613
2024-03-01 06:43:00,9.485658880711462
2024-03-01 06:44:00,10.314934042545113
2024-03-01 06:45:00,10.330532485885541
2024-03-01 06:46:00,9.39451655756335
2024-03-01 06:47:00,8.807871612357077
2024-03-01 06:48:00,8.427294445936246
2024-03-01 06:49:00,7.845325984033743
2024-03-01 06:50:00,7.08994607457446
2024-03-01 06:51:00,6.670372680351797
2024-03-01 06:52:00,6.28505531332892
2024-03-01 06:53:00,5.6426972890610205
2024-03-01 06:54:00,5.155022535821861
2024-03-01 06:55:00,4.704360915007733
2024-03-01 06:56:00,4.335492491065992
2024-03-01 06:57:00,4.16854892525015
2024-03-01 06:58:00,3.986496096293897
2024-03-01 06:59:00,4.019036869719968
2024-03-01 07:00:00,3.8442940364346407
2024-03-01 07:01:00,3.624009351286625
2024-03-01 07:02:00,3.343492710093701
2024-03-01 07:03:00,3.2325735730268437
2024-03-01 07:04:00,3.0489390325242804
2024-03-01 07:05:00,2.730157902908656
2024-03-01 07:06:00,2.4438856349733946
2024-03-01 07:07:00,2.213892277999722
2024-03-01 07:08:00,1.9031328949049835
2024-03-01 07:09:00,1.641418947208155
2024-03-01 07:10:00,1.3555031778203677
2024-03-01 07:11:00,1.0808183465158403
2024-03-01 07:12:00,0.9176412718066962
2024-03-01 07:13:00,0.762227746406995
2024-03-01 07:14:00,0.5801259064467357
2024-03-01 07:15:00,0.48172242874843996
2024-03-01 07:16:00,0.37875087360694015
2024-03-01 07:17:00,0.3495327376164563
2024-03-01 07:18:00,0.2510954304899623
2024-03-01 07:19:00,0.11254533075822633
2024-03-01 07:20:00,0.018258170531323066
2024-03-01 07:21:00,0.14193953506626872
2024-03-01 07:22:00,0.2664157229785041
2024-03-01 07:23:00,0.3840864318370511
2024-03-01 07:24:00,0.46831889249237674
2024-03-01 07:25:00,0.5076292470264887
2024-03-01 07:26:00,0.6536173148227993
2024-03-01 07:27:00,0.7859966120835664
2024-03-01 07:28:00,0.8318877367222209
2024-03-01 07:29:00,0.9268202684957069
2024-03-01 07:30:00,1.1110113688568375
2024-03-01 07:31:00,1.221346427186975
2024-03-01 07:32:00,1.3140557672447553
2024-03-01 07:33:00,1.349665702025738
2024-03-01 07:34:00,1.4204085636510713
2024-03-01 07:35:00,1.4840931054745414
2024-03-01 07:36:00,1.5204667167586448
2024-03-01 07:37:00,1.5870727737735462
2024-03-01 07:38:00,1.7334909918041577
2024-03-01 07:39:00,1.764588550785663
2024-03-01 07:40:00,1.821850052065248
2024-03-01 07:41:00,1.8713775477468615
2024-03-01 07:42:00,1.9642157720609676
2024-03-01 07:43:00,2.045595930764448
2024-03-01 07:44:00,2.076414278139041
2024-03-01 07:45:00,2.0919994046360086
2024-03-01 07:46:00,2.1117945646247533
2024-03-01 07:47:00,2.111636204900449
2024-03-01 07:48:00,2.123549226879535
2024-03-01 07:49:00,2.1418701059419694
2024-03-01 07:50:00,2.134865833406179
2024-03-01 07:51:00,2.100140771599881
2024-03-01 07:52:00,2.090803811862548
2024-03-01 07:53:00,2.096340269987358
2024-03-01 07:54:00,2.1372750832280065
2024-03-01 07:55:00,2.1420685791494343
2024-03-01 07:56:00,2.179828586941067
2024-03-01 07:57:00,2.25150664970955
2024-03-01 07:58:00,2.2182685032465184
2024-03-01 07:59:00,2.209849597454779
2024-03-01 08:00:00,2.233795863410247
2024-03-01 08:01:00,2.153238830073561
2024-03-01 08:02:00,2.1475256769374473
2024-03-01 08:03:00,2.1797621966168177
2024-03-01 08:04:00,2.2667609652014495
2024-03-01 08:05:00,2.3095287217424656
2024-03-01 08:06:00,2.355551688130868
2024-03-01 08:07:00,2.423337247047446
2024-03-01 08:08:00,2.478114977686979
2024-03-01 08:09:00,2.549385671427
2024-03-01 08:10:00,2.5652047697735694
2024-03-01 08:11:00,2.5834341848471833
2024-03-01 08:12:00,2.5769328991891602
2024-03-01 08:13:00,2.58545982292014
2024-03-01 08:14:00,2.607026162663849
2024-03-01 08:15:00,2.6007414673919955
2024-03-01 08:16:00,2.5902566114413923
2024-03-01 08:17:00,2.6325040326501368
2024-03-01 08:18:00,2.6210390644906654
2024-03-01 08:19:00,2.6244385998422897
2024-03-01 08:20:00,2.643611735092354
2024-03-01 08:21:00,2.6982435555129918
2024-03-01 08:22:00,2.68051016930166
2024-03-01 08:23:00,2.6868465776802783
2024-03-01 08:24:00,2.7024123677634813
2024-03-01 08:25:00,2.7521211657188918
2024-03-01 08:26:00,2.7538706503430004
2024-03-01 08:27:00,2.7717483922469057
2024-03-01 08:28:00,2.857950205526936
2024-03-01 08:29:00,2.913929557287121
2024-03-01 08:30:00,3.0164050477734152
2024-03-01 08:31:00,3.1040991122900796
2024-03-01 08:32:00,3.0471253514492087
2024-03-01 08:33:00,3.0793642143125206
2024-03-01 08:34:00,3.068292439407928
2024-03-01 08:35:00,3.0690241765039463
2024-03-01 08:36:00,3.100906393695006
2024-03-01 08:37:00,3.118780371990573
2024-03-01 08:38:00,3.106100052068729
2024-03-01 08:39:00,3.127765481226051
2024-03-01 08:40:00,3.1829120587699724
2024-03-01 08:41:00,3.2372176799317214
2024-03-01 08:42:00,3.1471637263074537
2024-03-01 08:43:00,3.175192001159257
2024-03-01 08:44:00,3.1917910590760115
2024-03-01 08:45:00,3.20912212297232
2024-03-01 08:46:00,3.2439894384367127
2024-03-01 08:47:00,3.176415409884469
2024-03-01 08:48:00,3.083956697486419
2024-03-01 08:49:00,2.9912703179756304
2024-03-01 08:50:00,3.0703898548715434
2024-03-01 08:51:00,3.053017147132113
2024-03-01 08:52:00,3.0415913070680425
2024-03-01 08:53:00,3.036730230430557
2024-03-01 08:54:00,3.0494020536535724
2024-03-01 08:55:00,3.0290637102901425
2024-03-01 08:56:00,3.1075442757003215
2024-03-01 08:57:00,3.1238156549006657
2024-03-01 08:58:00,3.1596978577619934
2024-03-01 08:59:00,3.2084319928162777
2024-03-01 09:00:00,3.2098882669248687
2024-03-01 09:01:00,3.2114973361396584
2024-03-01 09:02:00,3.217286995440353
2024-03-01 09:03:00,3.2518519137137742
2024-03-01 09:04:00,3.2553735221881137
2024-03-01 09:05:00,3.1725140907400875
2024-03-01 09:06:00,3.12729593297716
2024-03-01 09:07:00,3.1055183184746444
2024-03-01 09:08:00,3.0648099316342643
2024-03-01 09:09:00,3.066038872476496
2024-03-01 09:10:00,3.027347485178807
2024-03-01 09:11:00,3.030692077500504
2024-03-01 09:12:00,3.0713085808658858
2024-03-01 09:13:00,3.099350037693753
2024-03-01 09:14:00,3.1064890550751856
2024-03-01 09:15:00,3.0907627582549195
2024-03-01 09:16:00,3.0933361345965795
2024-03-01 09:17:00,3.087368808690846
2024-03-01 09:18:00,3.0017104327257673
2024-03-01 09:19:00,3.0331298526064554
2024-03-01 09:20:00,3.0145893469444482
2024-03-01 09:21:00,2.983652246879547
2024-03-01 09:22:00,3.0185845970859346
2024-03-01 09:23:00,3.014718266784464
2024-03-01 09:24:00,2.8592863920210085
2024-03-01 09:25:00,2.8415059118186634
2024-03-01 09:26:00,2.8634428600348585
2024-03-01 09:27:00,2.8672769641927562
2024-03-01 09:28:00,2.8885971259910064
2024-03-01 09:29:00,2.9052397869835005
2024-03-01 09:30:00,2.968194248588416
2024-03-01 09:31:00,2.947613748623199
2024-03-01 09:32:00,2.9250872975833597
2024-03-01 09:33:00,2.9270916497346513
2024-03-01 09:34:00,2.898530387841208
2024-03-01 09:35:00,2.8417227027977576
2024-03-01 09:36:00,2.8751115619785663
2024-03-01 09:37:00,2.9225085324938527
2024-03-01 09:38:00,2.9478081281342843
2024-03-01 09:39:00,2.9754061313302436
2024-03-01 09:40:00,2.921001455128995
2024-03-01 09:41:00,2.851778755176155
2024-03-01 09:42:00,2.9200508539083927
2024-03-01 09:43:00,2.9448767093859294
2024-03-01 09:44:00,2.953901935315055
2024-03-01 09:45:00,2.873815548938687
2024-03-01 09:46:00,2.8765575218656587
2024-03-01 09:47:00,2.8678384858277166
2024-03-01 09:48:00,2.88522823594347
2024-03-01 09:49:00,2.8531984035815814
2024-03-01 09:50:00,2.8221854810190594
2024-03-01 09:51:00,2.821479381496826
2024-03-01 09:52:00,2.8707466653236295
2024-03-01 09:53:00,2.873019611173961
2024-03-01 09:54:00,2.9148353234820363
2024-03-01 09:55:00,2.8473684614538226
2024-03-01 09:56:00,2.8579983817842503
2024-03-01 09:57:00,2.8981605873524137
2024-03-01 09:58:00,2.983648453763307
2024-03-01 09:59:00,2.9683315825139793
2024-03-01 10:00:00,3.033697178427597
2024-03-01 10:01:00,3.0610706520723383
2024-03-01 10:02:00,3.076306446829454
2024-03-01 10:03:00,3.132867029311016
2024-03-01 10:04:00,3.187439715493938
2024-03-01 10:05:00,3.2387732038411756
2024-03-01 10:06:00,3.2543051974322377
2024-03-01 10:07:00,3.329274918023252
2024-03-01 10:08:00,3.3488318196961036
2024-03-01 10:09:00,3.292397956359673
2024-03-01 10:10:00,3.208815189175248
2024-03-01 10:11:00,3.2357644557863865
2024-03-01 10:12:00,3.3062557074900174
2024-03-01 10:13:00,3.372827851066228
2024-03-01 10:14:00,3.3768156166157866
2024-03-01 10:15:00,3.3957325867982986
2024-03-01 10:16:00,3.4269187325647543
2024-03-01 10:17:00,3.484402963736941
2024-03-01 10:18:00,3.5207312540523823
2024-03-01 10:19:00,3.5550888684615964
2024-03-01 10:20:00,3.564598391216453
2024-03-01 10:21:00,3.5822050828053342
2024-03-01 10:22:00,3.6486502109948646
2024-03-01 10:23:00,3.677209761316258
2024-03-01 10:24:00,3.611295688701783
2024-03-01 10:25:00,3.600748111913494
2024-03-01 10:26:00,3.4747737457971586
2024-03-01 10:27:00,3.505691042028699
2024-03-01 10:28:00,3.485751123587798
2024-03-01 10:29:00,3.454971382753801
2024-03-01 10:30:00,3.4133083325919813
2024-03-01 10:31:00,3.5071753428610735
2024-03-01 10:32:00,3.505973840746626
2024-03-01 10:33:00,3.4605516320404366
2024-03-01 10:34:00,3.520852075061605
2024-03-01 10:35:00,3.5765996843978813
2024-03-01 10:36:00,3.6332651061464682
2024-03-01 10:37:00,3.621070480355182
2024-03-01 10:38:00,3.666578768468364
2024-03-01 10:39:00,3.6882094257569853
2024-03-01 10:40:00,3.7194406886081293
